game_number,payout,lifestyle_bonus,total_payout,lifestyle_bonuses,cards_drawn,draw_order,card_stack,suit_counts,life,wild,death,super_death,longest_suit_count,best_payout,best_payout_card_count
51,0.2,0.0,0.2,0,2,"['wild', 'death1']","{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': ['wild'], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,1,1,0,1,0.2,"[wild, death1]"
52,0.1,0.1,0.2,1,2,"['life5', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['life5', 'death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 2, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,0.1,"[life5, death5]"
53,0.6,0.5,1.1,1,6,"['life1', 'life2', 'life6', 'life1', 'wild', 'death7']","{'suits': {1: ['life1', 'life1', 'wild'], 2: ['life2'], 3: [], 4: [], 5: [], 6: ['life6'], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 3, 2: 1, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 0, 10: 0}",4,1,1,0,3,0.6,"[life1, life2, life6, life1, wild, death7]"
54,0.0,0.0,0.0,0,1,['death1'],"{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
55,1.5,1.0,2.5,1,7,"['wild', 'life3', 'super_life9', 'life9', 'life9', 'super_life1', 'death7']","{'suits': {1: ['super_life1'], 2: [], 3: ['life3'], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: ['super_life9', 'life9', 'life9', 'wild'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 4, 10: 0}",5,1,1,0,4,1.5,"[wild, life3, super_life9, life9, life9, super_life1, death7]"
56,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
57,0.5,0.1,0.6,1,2,"['super_life9', 'death9']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['super_life9', 'death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 0}",1,0,1,0,2,0.5,"[super_life9, death9]"
58,0.6,0.1,0.7,1,3,"['life6', 'super_life9', 'death9']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['life6'], 7: [], 8: [], 9: ['super_life9', 'death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 2, 10: 0}",2,0,1,0,2,0.6,"[life6, super_life9, death9]"
59,1.3,0.0,1.3,0,6,"['life3', 'life4', 'life9', 'super_life8', 'super_life10', 'death7']","{'suits': {1: [], 2: [], 3: ['life3'], 4: ['life4'], 5: [], 6: [], 7: ['death7'], 8: ['super_life8'], 9: ['life9'], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 1, 5: 0, 6: 0, 7: 1, 8: 1, 9: 1, 10: 1}",5,0,1,0,1,1.3,"[life3, life4, life9, super_life8, super_life10, death7]"
60,0.3,0.1,0.4,1,3,"['life7', 'wild', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['life7', 'wild'], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 2, 8: 1, 9: 0, 10: 0}",1,1,1,0,2,0.3,"[life7, wild, death8]"
61,1.1,0.0,1.1,0,4,"['life3', 'super_life1', 'super_life10', 'death9']","{'suits': {1: ['super_life1'], 2: [], 3: ['life3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 1}",3,0,1,0,1,1.1,"[life3, super_life1, super_life10, death9]"
62,0.0,0.0,0.0,1,5,"['life8', 'life4', 'life8', 'life8', 'super_death']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: [], 7: [], 8: ['life8', 'life8', 'life8'], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 3, 9: 0, 10: 0}",4,0,1,1,3,0.4,"[life8, life4, life8, life8, super_death]"
63,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
64,0.2,0.0,0.2,0,3,"['life3', 'life8', 'death4']","{'suits': {1: [], 2: [], 3: ['life3'], 4: ['death4'], 5: [], 6: [], 7: [], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",2,0,1,0,1,0.2,"[life3, life8, death4]"
65,0.0,0.0,0.0,0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
66,0.0,0.0,0.0,0,1,['death10'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",0,0,1,0,1,0.0,0
67,0.8,0.1,0.9,1,5,"['super_life9', 'life5', 'life9', 'life8', 'death2']","{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: ['life5'], 6: [], 7: [], 8: ['life8'], 9: ['super_life9', 'life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 1, 9: 2, 10: 0}",4,0,1,0,2,0.8,"[super_life9, life5, life9, life8, death2]"
68,0.0,0.0,0.0,0,1,['death8'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
69,0.0,0.0,0.0,0,1,['death9'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",0,0,1,0,1,0.0,0
70,0.6,0.0,0.6,0,3,"['life4', 'super_life6', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['super_life6'], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",2,0,1,0,1,0.6,"[life4, super_life6, death8]"
71,0.0,0.0,0.0,0,1,['death5'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
72,0.3,0.0,0.3,0,4,"['life7', 'life2', 'life9', 'death10']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: [], 7: ['life7'], 8: [], 9: ['life9'], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 1}",3,0,1,0,1,0.3,"[life7, life2, life9, death10]"
73,0.1,0.1,0.2,1,2,"['life6', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['life6', 'death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,0.1,"[life6, death6]"
74,0.0,0.0,0.0,0,3,"['life10', 'life8', 'super_death']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 1}",2,0,1,1,1,0.2,"[life10, life8, super_death]"
75,2.8,1.2,4.0,3,12,"['life7', 'life1', 'life1', 'life3', 'super_life1', 'super_life10', 'wild', 'super_life4', 'life6', 'super_life3', 'life8', 'death6']","{'suits': {1: ['life1', 'life1', 'super_life1', 'wild'], 2: [], 3: ['life3', 'super_life3'], 4: ['super_life4'], 5: [], 6: ['life6', 'death6'], 7: ['life7'], 8: ['life8'], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 4, 2: 0, 3: 2, 4: 1, 5: 0, 6: 2, 7: 1, 8: 1, 9: 0, 10: 1}",10,1,1,0,4,2.8,"[life7, life1, life1, life3, super_life1, super_life10, wild, super_life4, life6, super_life3, life8, death6]"
76,0.7,0.2,0.9,2,8,"['life7', 'life9', 'life7', 'life8', 'life5', 'life3', 'life3', 'death6']","{'suits': {1: [], 2: [], 3: ['life3', 'life3'], 4: [], 5: ['life5'], 6: ['death6'], 7: ['life7', 'life7'], 8: ['life8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 2, 4: 0, 5: 1, 6: 1, 7: 2, 8: 1, 9: 1, 10: 0}",7,0,1,0,2,0.7,"[life7, life9, life7, life8, life5, life3, life3, death6]"
77,0.0,0.0,0.0,0,3,"['life8', 'life9', 'super_death']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['life8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 1, 10: 0}",2,0,1,1,1,0.2,"[life8, life9, super_death]"
78,0.2,0.0,0.2,0,3,"['life4', 'life3', 'death2']","{'suits': {1: [], 2: ['death2'], 3: ['life3'], 4: ['life4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",2,0,1,0,1,0.2,"[life4, life3, death2]"
79,0.7,0.0,0.7,0,4,"['super_life3', 'life2', 'life6', 'death8']","{'suits': {1: [], 2: ['life2'], 3: ['super_life3'], 4: [], 5: [], 6: ['life6'], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 0, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",3,0,1,0,1,0.7,"[super_life3, life2, life6, death8]"
80,4.2,2.6,6.8,4,17,"['life2', 'life7', 'super_life2', 'super_life1', 'life8', 'life1', 'life2', 'life4', 'super_life3', 'life5', 'super_life5', 'life5', 'wild', 'super_wild', 'life1', 'life3', 'death9']","{'suits': {1: ['super_life1', 'life1', 'life1', 'super_wild'], 2: ['life2', 'super_life2', 'life2', 'wild'], 3: ['super_life3', 'life3'], 4: ['life4'], 5: ['life5', 'super_life5', 'life5'], 6: [], 7: ['life7'], 8: ['life8'], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 4, 2: 4, 3: 2, 4: 1, 5: 3, 6: 0, 7: 1, 8: 1, 9: 1, 10: 0}",14,2,1,0,4,4.2,"[life2, life7, super_life2, super_life1, life8, life1, life2, life4, super_life3, life5, super_life5, life5, wild, super_wild, life1, life3, death9]"
81,1.4,0.1,1.5,1,7,"['life9', 'life7', 'life8', 'super_life8', 'super_life6', 'life10', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: ['super_life6'], 7: ['life7'], 8: ['life8', 'super_life8'], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 1, 7: 1, 8: 2, 9: 1, 10: 1}",6,0,1,0,2,1.4,"[life9, life7, life8, super_life8, super_life6, life10, death5]"
82,0.3,0.1,0.4,1,4,"['life10', 'life8', 'life8', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: ['life8', 'life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 2, 9: 0, 10: 1}",3,0,1,0,2,0.3,"[life10, life8, life8, death7]"
83,0.6,0.0,0.6,0,3,"['life1', 'super_life3', 'death8']","{'suits': {1: ['life1'], 2: [], 3: ['super_life3'], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",2,0,1,0,1,0.6,"[life1, super_life3, death8]"
84,0.9,1.2,2.1,3,10,"['life6', 'life6', 'life4', 'life4', 'life4', 'life2', 'life5', 'life10', 'life5', 'death4']","{'suits': {1: [], 2: ['life2'], 3: [], 4: ['life4', 'life4', 'life4', 'death4'], 5: ['life5', 'life5'], 6: ['life6', 'life6'], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 4, 5: 2, 6: 2, 7: 0, 8: 0, 9: 0, 10: 1}",9,0,1,0,4,0.9,"[life6, life6, life4, life4, life4, life2, life5, life10, life5, death4]"
85,0.0,0.0,0.0,0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
86,0.1,0.0,0.1,0,2,"['life7', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",1,0,1,0,1,0.1,"[life7, death3]"
87,0.7,0.0,0.7,0,4,"['super_life4', 'life2', 'life9', 'death6']","{'suits': {1: [], 2: ['life2'], 3: [], 4: ['super_life4'], 5: [], 6: ['death6'], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 1, 5: 0, 6: 1, 7: 0, 8: 0, 9: 1, 10: 0}",3,0,1,0,1,0.7,"[super_life4, life2, life9, death6]"
88,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
89,0.0,0.0,0.0,0,1,['death7'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
90,0.9,0.0,0.9,0,6,"['super_life8', 'life1', 'life10', 'life2', 'life5', 'death6']","{'suits': {1: ['life1'], 2: ['life2'], 3: [], 4: [], 5: ['life5'], 6: ['death6'], 7: [], 8: ['super_life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 0, 5: 1, 6: 1, 7: 0, 8: 1, 9: 0, 10: 1}",5,0,1,0,1,0.9,"[super_life8, life1, life10, life2, life5, death6]"
91,0.6,0.1,0.7,1,3,"['life6', 'super_life2', 'death2']","{'suits': {1: [], 2: ['super_life2', 'death2'], 3: [], 4: [], 5: [], 6: ['life6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",2,0,1,0,2,0.6,"[life6, super_life2, death2]"
92,2.5,0.4,2.9,4,14,"['super_life3', 'life2', 'super_life7', 'life6', 'life9', 'super_life4', 'life3', 'life9', 'life1', 'life10', 'life10', 'life8', 'life5', 'death4']","{'suits': {1: ['life1'], 2: ['life2'], 3: ['super_life3', 'life3'], 4: ['super_life4', 'death4'], 5: ['life5'], 6: ['life6'], 7: ['super_life7'], 8: ['life8'], 9: ['life9', 'life9'], 10: ['life10', 'life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 2, 4: 2, 5: 1, 6: 1, 7: 1, 8: 1, 9: 2, 10: 2}",13,0,1,0,2,2.5,"[super_life3, life2, super_life7, life6, life9, super_life4, life3, life9, life1, life10, life10, life8, life5, death4]"
93,0.0,0.0,0.0,0,1,['death8'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
94,0.5,0.0,0.5,0,2,"['super_life2', 'death6']","{'suits': {1: [], 2: ['super_life2'], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1,0.5,"[super_life2, death6]"
95,0.2,0.0,0.2,0,3,"['life4', 'life7', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: ['death5'], 6: [], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",2,0,1,0,1,0.2,"[life4, life7, death5]"
96,2.6,0.3,2.9,3,9,"['life5', 'wild', 'super_life7', 'life10', 'life4', 'super_life9', 'super_wild', 'life2', 'death2']","{'suits': {1: [], 2: ['life2', 'death2'], 3: [], 4: ['life4'], 5: ['life5', 'wild'], 6: [], 7: ['super_life7', 'super_wild'], 8: [], 9: ['super_life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 1, 5: 2, 6: 0, 7: 2, 8: 0, 9: 1, 10: 1}",6,2,1,0,2,2.6,"[life5, wild, super_life7, life10, life4, super_life9, super_wild, life2, death2]"
97,0.7,0.0,0.7,0,4,"['super_life7', 'life6', 'life10', 'death2']","{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: ['life6'], 7: ['super_life7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 0, 10: 1}",3,0,1,0,1,0.7,"[super_life7, life6, life10, death2]"
98,0.3,0.0,0.3,0,4,"['life5', 'life4', 'life2', 'death10']","{'suits': {1: [], 2: ['life2'], 3: [], 4: ['life4'], 5: ['life5'], 6: [], 7: [], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 1, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",3,0,1,0,1,0.3,"[life5, life4, life2, death10]"
99,0.0,0.0,0.0,0,3,"['super_life2', 'life10', 'super_death']","{'suits': {1: [], 2: ['super_life2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",2,0,1,1,1,0.6,"[super_life2, life10, super_death]"
100,1.0,0.0,1.0,0,3,"['super_life1', 'super_life2', 'death4']","{'suits': {1: ['super_life1'], 2: ['super_life2'], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",2,0,1,0,1,1.0,"[super_life1, super_life2, death4]"
101,0.0,0.0,0.0,3,15,"['wild', 'life5', 'life3', 'life5', 'life7', 'super_life9', 'life8', 'life6', 'life4', 'life1', 'life3', 'life6', 'wild', 'life2', 'super_death']","{'suits': {1: ['life1'], 2: ['life2'], 3: ['life3', 'life3', 'wild'], 4: ['life4'], 5: ['life5', 'life5', 'wild'], 6: ['life6', 'life6'], 7: ['life7'], 8: ['life8'], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 1, 2: 1, 3: 3, 4: 1, 5: 3, 6: 2, 7: 1, 8: 1, 9: 1, 10: 0}",12,2,1,1,3,2.0,"[wild, life5, life3, life5, life7, super_life9, life8, life6, life4, life1, life3, life6, wild, life2, super_death]"
102,0.6,0.5,1.1,1,6,"['life9', 'life2', 'life2', 'life8', 'wild', 'death3']","{'suits': {1: [], 2: ['life2', 'life2', 'wild'], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: ['life8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 3, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 1, 10: 0}",4,1,1,0,3,0.6,"[life9, life2, life2, life8, wild, death3]"
103,0.0,0.0,0.0,0,1,['death3'],"{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
104,0.0,0.0,0.0,0,1,['death5'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
105,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
106,1.2,0.2,1.4,2,5,"['life5', 'super_life5', 'life6', 'super_life4', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['super_life4', 'death4'], 5: ['life5', 'super_life5'], 6: ['life6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 2, 5: 2, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",4,0,1,0,2,1.2,"[life5, super_life5, life6, super_life4, death4]"
107,0.8,0.1,0.9,1,5,"['super_life5', 'life2', 'life8', 'life2', 'death9']","{'suits': {1: [], 2: ['life2', 'life2'], 3: [], 4: [], 5: ['super_life5'], 6: [], 7: [], 8: ['life8'], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 1, 9: 1, 10: 0}",4,0,1,0,2,0.8,"[super_life5, life2, life8, life2, death9]"
108,1.0,0.2,1.2,2,5,"['super_life7', 'life8', 'wild', 'wild', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: ['super_life7', 'wild'], 8: ['life8', 'wild'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 2, 8: 2, 9: 0, 10: 0}",2,2,1,0,2,1.0,"[super_life7, life8, wild, wild, death4]"
109,0.0,0.0,0.0,0,3,"['life9', 'life4', 'super_death']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: [], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",2,0,1,1,1,0.2,"[life9, life4, super_death]"
110,0.1,0.1,0.2,1,2,"['life1', 'death1']","{'suits': {1: ['life1', 'death1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,0.1,"[life1, death1]"
111,0.0,0.0,0.0,0,1,['death8'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
112,0.0,0.0,0.0,0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
