game_number,payout,lifestyle_bonus,total_payout,lifestyle_bonuses,cards_drawn,draw_order,card_stack,suit_counts,life,wild,death,super_death,longest_suit_count,best_payout,best_payout_card_count
7093,2.5,1.2,3.7,3,13,"['life10', 'wild', 'life1', 'super_life8', 'life10', 'life3', 'life9', 'life4', 'life2', 'super_life10', 'super_life6', 'life1', 'death4']","{'suits': {1: ['life1', 'life1'], 2: ['life2'], 3: ['life3'], 4: ['life4', 'death4'], 5: [], 6: ['super_life6'], 7: [], 8: ['super_life8'], 9: ['life9'], 10: ['life10', 'life10', 'super_life10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 1, 3: 1, 4: 2, 5: 0, 6: 1, 7: 0, 8: 1, 9: 1, 10: 4}",11,1,1,0,4,2.5,"[life10, wild, life1, super_life8, life10, life3, life9, life4, life2, super_life10, super_life6, life1, death4]"
7094,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7095,1.1,0.2,1.3,2,7,"['life1', 'wild', 'super_life3', 'life5', 'life9', 'life4', 'death5']","{'suits': {1: ['life1', 'wild'], 2: [], 3: ['super_life3'], 4: ['life4'], 5: ['life5', 'death5'], 6: [], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 1, 4: 1, 5: 2, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",5,1,1,0,2,1.1,"[life1, wild, super_life3, life5, life9, life4, death5]"
7096,2.5,1.2,3.7,4,13,"['life6', 'life10', 'super_life9', 'super_life10', 'life5', 'life6', 'life2', 'life8', 'super_life3', 'wild', 'life3', 'life8', 'death3']","{'suits': {1: [], 2: ['life2'], 3: ['super_life3', 'life3', 'death3'], 4: [], 5: ['life5'], 6: ['life6', 'life6', 'wild'], 7: [], 8: ['life8', 'life8'], 9: ['super_life9'], 10: ['life10', 'super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 3, 4: 0, 5: 1, 6: 3, 7: 0, 8: 2, 9: 1, 10: 2}",11,1,1,0,3,2.5,"[life6, life10, super_life9, super_life10, life5, life6, life2, life8, super_life3, wild, life3, life8, death3]"
7097,0.6,0.5,1.1,1,6,"['life8', 'wild', 'life10', 'life8', 'life6', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['life6'], 7: ['death7'], 8: ['life8', 'life8', 'wild'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 3, 9: 0, 10: 1}",4,1,1,0,3,0.6,"[life8, wild, life10, life8, life6, death7]"
7098,0.0,0.0,0.0,0,1,['death6'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7099,1.2,0.1,1.3,1,5,"['life6', 'super_life5', 'life10', 'super_life6', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['super_life5'], 6: ['life6', 'super_life6'], 7: ['death7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 2, 7: 1, 8: 0, 9: 0, 10: 1}",4,0,1,0,2,1.2,"[life6, super_life5, life10, super_life6, death7]"
7100,0.7,0.6,1.3,2,7,"['wild', 'life3', 'life8', 'life7', 'life3', 'life5', 'death5']","{'suits': {1: [], 2: [], 3: ['life3', 'life3', 'wild'], 4: [], 5: ['life5', 'death5'], 6: [], 7: ['life7'], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 3, 4: 0, 5: 2, 6: 0, 7: 1, 8: 1, 9: 0, 10: 0}",5,1,1,0,3,0.7,"[wild, life3, life8, life7, life3, life5, death5]"
7101,0.7,0.0,0.7,0,4,"['life7', 'super_life4', 'life6', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: ['super_life4'], 5: ['death5'], 6: ['life6'], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 1, 7: 1, 8: 0, 9: 0, 10: 0}",3,0,1,0,1,0.7,"[life7, super_life4, life6, death5]"
7102,1.1,0.1,1.2,1,3,"['life2', 'super_wild', 'death8']","{'suits': {1: [], 2: ['life2', 'super_wild'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",1,1,1,0,2,1.1,"[life2, super_wild, death8]"
7103,1.4,0.2,1.6,2,7,"['super_life9', 'life8', 'life3', 'life5', 'life2', 'super_life2', 'death5']","{'suits': {1: [], 2: ['life2', 'super_life2'], 3: ['life3'], 4: [], 5: ['life5', 'death5'], 6: [], 7: [], 8: ['life8'], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 1, 4: 0, 5: 2, 6: 0, 7: 0, 8: 1, 9: 1, 10: 0}",6,0,1,0,2,1.4,"[super_life9, life8, life3, life5, life2, super_life2, death5]"
7104,0.8,0.1,0.9,1,5,"['super_life7', 'life9', 'life8', 'life2', 'death9']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: [], 7: ['super_life7'], 8: ['life8'], 9: ['life9', 'death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 1, 9: 2, 10: 0}",4,0,1,0,2,0.8,"[super_life7, life9, life8, life2, death9]"
7105,1.8,0.2,2.0,2,6,"['life3', 'life7', 'life5', 'super_life2', 'super_wild', 'death2']","{'suits': {1: [], 2: ['super_life2', 'death2'], 3: ['life3', 'super_wild'], 4: [], 5: ['life5'], 6: [], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 2, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",4,1,1,0,2,1.8,"[life3, life7, life5, super_life2, super_wild, death2]"
7106,1.1,0.1,1.2,1,4,"['life4', 'super_life9', 'super_life5', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['life4', 'death4'], 5: ['super_life5'], 6: [], 7: [], 8: [], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 2, 5: 1, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",3,0,1,0,2,1.1,"[life4, super_life9, super_life5, death4]"
7107,0.0,0.0,0.0,0,1,['death8'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7108,1.5,0.1,1.6,1,8,"['life5', 'life4', 'life8', 'super_life10', 'life1', 'super_life3', 'life2', 'death5']","{'suits': {1: ['life1'], 2: ['life2'], 3: ['super_life3'], 4: ['life4'], 5: ['life5', 'death5'], 6: [], 7: [], 8: ['life8'], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 2, 6: 0, 7: 0, 8: 1, 9: 0, 10: 1}",7,0,1,0,2,1.5,"[life5, life4, life8, super_life10, life1, super_life3, life2, death5]"
7109,1.0,0.0,1.0,0,3,"['super_life4', 'super_life7', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: ['super_life4'], 5: [], 6: ['death6'], 7: ['super_life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 1, 7: 1, 8: 0, 9: 0, 10: 0}",2,0,1,0,1,1.0,"[super_life4, super_life7, death6]"
7110,0.1,0.0,0.1,0,2,"['life7', 'death9']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['life7'], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",1,0,1,0,1,0.1,"[life7, death9]"
7111,0.0,0.0,0.0,0,1,['death3'],"{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7112,0.0,0.0,0.0,0,1,['death9'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",0,0,1,0,1,0.0,0
7113,2.1,0.8,2.9,4,14,"['life9', 'super_life7', 'life5', 'life7', 'life4', 'life1', 'life10', 'life6', 'life10', 'life10', 'life3', 'super_life9', 'life8', 'death8']","{'suits': {1: ['life1'], 2: [], 3: ['life3'], 4: ['life4'], 5: ['life5'], 6: ['life6'], 7: ['super_life7', 'life7'], 8: ['life8', 'death8'], 9: ['life9', 'super_life9'], 10: ['life10', 'life10', 'life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 1, 5: 1, 6: 1, 7: 2, 8: 2, 9: 2, 10: 3}",13,0,1,0,3,2.1,"[life9, super_life7, life5, life7, life4, life1, life10, life6, life10, life10, life3, super_life9, life8, death8]"
7114,0.1,0.0,0.1,0,2,"['life9', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",1,0,1,0,1,0.1,"[life9, death5]"
7115,3.8,2.2,6.0,4,17,"['super_life9', 'life3', 'super_life2', 'wild', 'super_life6', 'life10', 'super_wild', 'life10', 'life1', 'life4', 'life7', 'life2', 'life10', 'life6', 'life2', 'life9', 'death5']","{'suits': {1: ['life1'], 2: ['super_life2', 'life2', 'life2', 'wild'], 3: ['life3'], 4: ['life4'], 5: ['death5'], 6: ['super_life6', 'life6'], 7: ['life7'], 8: [], 9: ['super_life9', 'life9'], 10: ['life10', 'life10', 'life10', 'super_wild']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 4, 3: 1, 4: 1, 5: 1, 6: 2, 7: 1, 8: 0, 9: 2, 10: 4}",14,2,1,0,4,3.8,"[super_life9, life3, super_life2, wild, super_life6, life10, super_wild, life10, life1, life4, life7, life2, life10, life6, life2, life9, death5]"
7116,0.2,0.0,0.2,0,3,"['life10', 'life5', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: ['life5'], 6: [], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",2,0,1,0,1,0.2,"[life10, life5, death4]"
7117,0.0,0.0,0.0,1,4,"['life2', 'wild', 'life9', 'super_death']","{'suits': {1: [], 2: ['life2', 'wild'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 2, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",2,1,1,1,2,0.4,"[life2, wild, life9, super_death]"
7118,1.5,1.2,2.7,3,11,"['life2', 'life4', 'life1', 'life3', 'life7', 'life3', 'life4', 'wild', 'super_life1', 'life1', 'death5']","{'suits': {1: ['life1', 'super_life1', 'life1', 'wild'], 2: ['life2'], 3: ['life3', 'life3'], 4: ['life4', 'life4'], 5: ['death5'], 6: [], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 4, 2: 1, 3: 2, 4: 2, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",9,1,1,0,4,1.5,"[life2, life4, life1, life3, life7, life3, life4, wild, super_life1, life1, death5]"
7119,0.3,0.1,0.4,1,4,"['life4', 'life7', 'life4', 'death9']","{'suits': {1: [], 2: [], 3: [], 4: ['life4', 'life4'], 5: [], 6: [], 7: ['life7'], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 2, 5: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",3,0,1,0,2,0.3,"[life4, life7, life4, death9]"
7120,3.5,1.4,4.9,5,15,"['super_life7', 'life9', 'wild', 'super_life5', 'life4', 'life5', 'super_life2', 'life4', 'life5', 'life2', 'super_life9', 'super_life1', 'life3', 'life10', 'death10']","{'suits': {1: ['super_life1'], 2: ['super_life2', 'life2'], 3: ['life3'], 4: ['life4', 'life4'], 5: ['super_life5', 'life5', 'life5', 'wild'], 6: [], 7: ['super_life7'], 8: [], 9: ['life9', 'super_life9'], 10: ['life10', 'death10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 2, 3: 1, 4: 2, 5: 4, 6: 0, 7: 1, 8: 0, 9: 2, 10: 2}",13,1,1,0,4,3.5,"[super_life7, life9, wild, super_life5, life4, life5, super_life2, life4, life5, life2, super_life9, super_life1, life3, life10, death10]"
7121,0.6,0.2,0.8,2,6,"['life2', 'life7', 'life4', 'wild', 'life1', 'death4']","{'suits': {1: ['life1'], 2: ['life2', 'wild'], 3: [], 4: ['life4', 'death4'], 5: [], 6: [], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 2, 3: 0, 4: 2, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",4,1,1,0,2,0.6,"[life2, life7, life4, wild, life1, death4]"
7122,0.0,0.0,0.0,0,1,['death5'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7123,0.0,0.0,0.0,0,1,['death8'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7124,0.6,0.0,0.6,0,3,"['super_life6', 'life4', 'death9']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['super_life6'], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 1, 7: 0, 8: 0, 9: 1, 10: 0}",2,0,1,0,1,0.6,"[super_life6, life4, death9]"
7125,0.8,0.1,0.9,1,5,"['life1', 'life8', 'life3', 'super_life1', 'death10']","{'suits': {1: ['life1', 'super_life1'], 2: [], 3: ['life3'], 4: [], 5: [], 6: [], 7: [], 8: ['life8'], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 1}",4,0,1,0,2,0.8,"[life1, life8, life3, super_life1, death10]"
7126,0.6,0.0,0.6,0,3,"['super_life6', 'life2', 'death5']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: ['death5'], 6: ['super_life6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 1, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",2,0,1,0,1,0.6,"[super_life6, life2, death5]"
7127,0.2,0.0,0.2,0,3,"['life7', 'life5', 'death2']","{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: ['life5'], 6: [], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",2,0,1,0,1,0.2,"[life7, life5, death2]"
7128,0.0,0.0,0.0,0,1,['death7'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7129,1.5,0.3,1.8,3,8,"['life9', 'life10', 'super_life5', 'life8', 'life10', 'life5', 'super_life4', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: ['super_life4'], 5: ['super_life5', 'life5'], 6: [], 7: [], 8: ['life8', 'death8'], 9: ['life9'], 10: ['life10', 'life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 2, 6: 0, 7: 0, 8: 2, 9: 1, 10: 2}",7,0,1,0,2,1.5,"[life9, life10, super_life5, life8, life10, life5, super_life4, death8]"
7130,1.6,0.6,2.2,2,9,"['life2', 'life1', 'life3', 'life8', 'life4', 'life1', 'super_life4', 'super_life6', 'death1']","{'suits': {1: ['life1', 'life1', 'death1'], 2: ['life2'], 3: ['life3'], 4: ['life4', 'super_life4'], 5: [], 6: ['super_life6'], 7: [], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 3, 2: 1, 3: 1, 4: 2, 5: 0, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",8,0,1,0,3,1.6,"[life2, life1, life3, life8, life4, life1, super_life4, super_life6, death1]"
7131,2.5,0.7,3.2,3,9,"['life10', 'life9', 'life5', 'life2', 'super_wild', 'super_life10', 'super_life6', 'life6', 'death9']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: ['life5'], 6: ['super_life6', 'life6'], 7: [], 8: [], 9: ['life9', 'death9'], 10: ['life10', 'super_life10', 'super_wild']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 1, 6: 2, 7: 0, 8: 0, 9: 2, 10: 3}",7,1,1,0,3,2.5,"[life10, life9, life5, life2, super_wild, super_life10, super_life6, life6, death9]"
7132,1.2,0.2,1.4,2,9,"['life7', 'life9', 'life5', 'life2', 'life7', 'life6', 'life3', 'super_life8', 'death6']","{'suits': {1: [], 2: ['life2'], 3: ['life3'], 4: [], 5: ['life5'], 6: ['life6', 'death6'], 7: ['life7', 'life7'], 8: ['super_life8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 1, 6: 2, 7: 2, 8: 1, 9: 1, 10: 0}",8,0,1,0,2,1.2,"[life7, life9, life5, life2, life7, life6, life3, super_life8, death6]"
7133,0.0,0.0,0.0,0,1,['death6'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7134,0.4,0.1,0.5,1,5,"['life1', 'life5', 'life8', 'life3', 'death3']","{'suits': {1: ['life1'], 2: [], 3: ['life3', 'death3'], 4: [], 5: ['life5'], 6: [], 7: [], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 2, 4: 0, 5: 1, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",4,0,1,0,2,0.4,"[life1, life5, life8, life3, death3]"
7135,0.0,0.0,0.0,0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7136,0.0,0.0,0.0,0,1,['death3'],"{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7137,0.1,0.0,0.1,0,2,"['life4', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",1,0,1,0,1,0.1,"[life4, death8]"
7138,0.1,0.0,0.1,0,2,"['life10', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",1,0,1,0,1,0.1,"[life10, death3]"
7139,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7140,0.3,0.1,0.4,1,3,"['life5', 'wild', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['life5', 'wild'], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 2, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",1,1,1,0,2,0.3,"[life5, wild, death6]"
7141,0.9,0.1,1.0,1,5,"['life4', 'life6', 'wild', 'super_life7', 'death1']","{'suits': {1: ['death1'], 2: [], 3: [], 4: ['life4', 'wild'], 5: [], 6: ['life6'], 7: ['super_life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 2, 5: 0, 6: 1, 7: 1, 8: 0, 9: 0, 10: 0}",3,1,1,0,2,0.9,"[life4, life6, wild, super_life7, death1]"
7142,2.1,0.6,2.7,2,9,"['wild', 'super_life3', 'life7', 'life2', 'super_life1', 'life10', 'life1', 'super_life9', 'death2']","{'suits': {1: ['super_life1', 'life1', 'wild'], 2: ['life2', 'death2'], 3: ['super_life3'], 4: [], 5: [], 6: [], 7: ['life7'], 8: [], 9: ['super_life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 3, 2: 2, 3: 1, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 1}",7,1,1,0,3,2.1,"[wild, super_life3, life7, life2, super_life1, life10, life1, super_life9, death2]"
7143,0.0,0.0,0.0,0,1,['death8'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7144,3.0,1.2,4.2,3,13,"['life10', 'super_life5', 'wild', 'super_life9', 'life3', 'super_life1', 'life2', 'life4', 'wild', 'life3', 'super_life6', 'life3', 'death2']","{'suits': {1: ['super_life1'], 2: ['life2', 'death2'], 3: ['life3', 'life3', 'life3', 'wild'], 4: ['life4'], 5: ['super_life5'], 6: ['super_life6'], 7: [], 8: [], 9: ['super_life9'], 10: ['life10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 2, 3: 4, 4: 1, 5: 1, 6: 1, 7: 0, 8: 0, 9: 1, 10: 2}",10,2,1,0,4,3.0,"[life10, super_life5, wild, super_life9, life3, super_life1, life2, life4, wild, life3, super_life6, life3, death2]"
7145,0.6,0.0,0.6,0,3,"['life3', 'super_life10', 'death8']","{'suits': {1: [], 2: [], 3: ['life3'], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 1}",2,0,1,0,1,0.6,"[life3, super_life10, death8]"
7146,0.0,0.0,0.0,1,4,"['life6', 'life10', 'wild', 'super_death']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['life6', 'wild'], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 0, 8: 0, 9: 0, 10: 1}",2,1,1,1,2,0.4,"[life6, life10, wild, super_death]"
7147,0.0,0.0,0.0,0,1,['death6'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
7148,0.6,0.0,0.6,0,3,"['super_life2', 'life6', 'death5']","{'suits': {1: [], 2: ['super_life2'], 3: [], 4: [], 5: ['death5'], 6: ['life6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 1, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",2,0,1,0,1,0.6,"[super_life2, life6, death5]"
7149,0.0,0.0,0.0,1,4,"['super_life8', 'life1', 'life8', 'super_death']","{'suits': {1: ['life1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['super_life8', 'life8'], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 2, 9: 0, 10: 0}",3,0,1,1,2,0.7,"[super_life8, life1, life8, super_death]"
7150,2.1,0.6,2.7,2,8,"['wild', 'life6', 'super_wild', 'life8', 'life9', 'super_life6', 'life5', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: ['life5'], 6: ['life6', 'super_life6', 'wild'], 7: [], 8: ['life8', 'super_wild'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 3, 7: 0, 8: 2, 9: 1, 10: 0}",5,2,1,0,3,2.1,"[wild, life6, super_wild, life8, life9, super_life6, life5, death3]"
