game_number,payout,lifestyle_bonus,total_payout,lifestyle_bonuses,cards_drawn,draw_order,card_stack,suit_counts,life,wild,death,super_death,longest_suit_count
66,0.1,0.0,0.1,0,2,"['life9', 'death1']","{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",1,0,1,0,1
67,0.3,0.0,0.3,0,4,"['life4', 'life6', 'life7', 'death9']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['life6'], 7: ['life7'], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 1, 7: 1, 8: 0, 9: 1, 10: 0}",3,0,1,0,1
68,1.2,0.3,1.5,3,9,"['super_life6', 'life5', 'life1', 'life6', 'life10', 'life4', 'life7', 'life10', 'death7']","{'suits': {1: ['life1'], 2: [], 3: [], 4: ['life4'], 5: ['life5'], 6: ['super_life6', 'life6'], 7: ['life7', 'death7'], 8: [], 9: [], 10: ['life10', 'life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 1, 5: 1, 6: 2, 7: 2, 8: 0, 9: 0, 10: 2}",8,0,1,0,2
69,1.2,0.5,1.7,1,9,"['life4', 'life7', 'life10', 'life1', 'super_life7', 'life7', 'life6', 'life9', 'death3']","{'suits': {1: ['life1'], 2: [], 3: ['death3'], 4: ['life4'], 5: [], 6: ['life6'], 7: ['life7', 'super_life7', 'life7'], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 1, 5: 0, 6: 1, 7: 3, 8: 0, 9: 1, 10: 1}",8,0,1,0,3
70,1.4,0.7,2.1,3,11,"['life6', 'life10', 'life5', 'super_life8', 'life8', 'life3', 'life5', 'life9', 'life1', 'life10', 'death8']","{'suits': {1: ['life1'], 2: [], 3: ['life3'], 4: [], 5: ['life5', 'life5'], 6: ['life6'], 7: [], 8: ['super_life8', 'life8', 'death8'], 9: ['life9'], 10: ['life10', 'life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 0, 5: 2, 6: 1, 7: 0, 8: 3, 9: 1, 10: 2}",10,0,1,0,3
71,0.5,0.1,0.6,1,5,"['life3', 'wild', 'life1', 'life6', 'death4']","{'suits': {1: ['life1'], 2: [], 3: ['life3', 'wild'], 4: ['death4'], 5: [], 6: ['life6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 2, 4: 1, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",3,1,1,0,2
72,0.1,0.0,0.1,0,2,"['life10', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",1,0,1,0,1
73,1.0,0.0,1.0,0,7,"['life5', 'life8', 'super_life1', 'life10', 'life4', 'life2', 'death3']","{'suits': {1: ['super_life1'], 2: ['life2'], 3: ['death3'], 4: ['life4'], 5: ['life5'], 6: [], 7: [], 8: ['life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 0, 7: 0, 8: 1, 9: 0, 10: 1}",6,0,1,0,1
74,0.1,0.0,0.1,0,2,"['life4', 'death2']","{'suits': {1: [], 2: ['death2'], 3: [], 4: ['life4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1
75,1.0,1.2,2.2,3,10,"['life9', 'life1', 'wild', 'life3', 'life8', 'life1', 'life9', 'life4', 'life3', 'death9']","{'suits': {1: ['life1', 'life1'], 2: [], 3: ['life3', 'life3'], 4: ['life4'], 5: [], 6: [], 7: [], 8: ['life8'], 9: ['life9', 'life9', 'death9', 'wild'], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 2, 4: 1, 5: 0, 6: 0, 7: 0, 8: 1, 9: 4, 10: 0}",8,1,1,0,4
76,0.0,0.0,0.0,0,1,['death8'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",0,0,1,0,1
77,0.7,0.0,0.7,0,4,"['life8', 'life4', 'super_life3', 'death9']","{'suits': {1: [], 2: [], 3: ['super_life3'], 4: ['life4'], 5: [], 6: [], 7: [], 8: ['life8'], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0, 8: 1, 9: 1, 10: 0}",3,0,1,0,1
78,1.1,0.1,1.2,1,8,"['life9', 'life4', 'life8', 'life7', 'life6', 'super_life2', 'life9', 'death1']","{'suits': {1: ['death1'], 2: ['super_life2'], 3: [], 4: ['life4'], 5: [], 6: ['life6'], 7: ['life7'], 8: ['life8'], 9: ['life9', 'life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 1, 5: 0, 6: 1, 7: 1, 8: 1, 9: 2, 10: 0}",7,0,1,0,2
79,0.5,0.0,0.5,0,2,"['super_life8', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: ['super_life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 1, 9: 0, 10: 0}",1,0,1,0,1
80,1.5,1.1,2.6,2,8,"['life2', 'life5', 'life5', 'life5', 'life2', 'super_life8', 'super_life5', 'death9']","{'suits': {1: [], 2: ['life2', 'life2'], 3: [], 4: [], 5: ['life5', 'life5', 'life5', 'super_life5'], 6: [], 7: [], 8: ['super_life8'], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 0, 5: 4, 6: 0, 7: 0, 8: 1, 9: 1, 10: 0}",7,0,1,0,4
81,0.1,0.0,0.1,0,2,"['life8', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",1,0,1,0,1
82,0.5,0.0,0.5,0,2,"['super_life4', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: ['super_life4'], 5: [], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1
83,0.7,0.1,0.8,1,4,"['life2', 'life9', 'super_life5', 'death2']","{'suits': {1: [], 2: ['life2', 'death2'], 3: [], 4: [], 5: ['super_life5'], 6: [], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",3,0,1,0,2
84,0.8,0.2,1.0,2,5,"['life2', 'life10', 'life6', 'super_life10', 'death6']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: ['life6', 'death6'], 7: [], 8: [], 9: [], 10: ['life10', 'super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 2, 7: 0, 8: 0, 9: 0, 10: 2}",4,0,1,0,2
85,2.3,0.0,2.3,0,8,"['super_life4', 'life6', 'life3', 'super_life5', 'life7', 'super_life1', 'super_life9', 'death10']","{'suits': {1: ['super_life1'], 2: [], 3: ['life3'], 4: ['super_life4'], 5: ['super_life5'], 6: ['life6'], 7: ['life7'], 8: [], 9: ['super_life9'], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 0, 9: 1, 10: 1}",7,0,1,0,1
86,0.0,0.0,0.0,0,1,['death1'],"{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
87,2.8,0.7,3.5,3,12,"['life7', 'super_life4', 'life3', 'life5', 'life5', 'life1', 'life1', 'life3', 'life8', 'super_life2', 'super_wild', 'death10']","{'suits': {1: ['life1', 'life1'], 2: ['super_life2'], 3: ['life3', 'life3', 'super_wild'], 4: ['super_life4'], 5: ['life5', 'life5'], 6: [], 7: ['life7'], 8: ['life8'], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 1, 3: 3, 4: 1, 5: 2, 6: 0, 7: 1, 8: 1, 9: 0, 10: 1}",10,1,1,0,3
88,0.1,0.0,0.1,0,2,"['life7', 'death10']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['life7'], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 1}",1,0,1,0,1
89,0.3,0.1,0.4,1,4,"['life4', 'life9', 'life10', 'death10']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: [], 7: [], 8: [], 9: ['life9'], 10: ['life10', 'death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 2}",3,0,1,0,2
90,0.3,0.5,0.8,1,3,"['life2', 'wild', 'death2']","{'suits': {1: [], 2: ['life2', 'death2', 'wild'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 3, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,1,1,0,3
91,2.0,0.1,2.1,1,4,"['super_wild', 'super_life2', 'super_life8', 'death1']","{'suits': {1: ['death1'], 2: ['super_life2', 'super_wild'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['super_life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 2, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",2,1,1,0,2
92,0.0,0.0,0.0,0,1,['death8'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",0,0,1,0,1
93,1.3,0.2,1.5,2,6,"['super_life5', 'super_life1', 'life1', 'life10', 'life5', 'death2']","{'suits': {1: ['super_life1', 'life1'], 2: ['death2'], 3: [], 4: [], 5: ['super_life5', 'life5'], 6: [], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 1, 3: 0, 4: 0, 5: 2, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",5,0,1,0,2
94,0.0,0.0,0.0,0,1,['death5'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
95,1.0,0.0,1.0,0,3,"['super_life7', 'super_life2', 'death5']","{'suits': {1: [], 2: ['super_life2'], 3: [], 4: [], 5: ['death5'], 6: [], 7: ['super_life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",2,0,1,0,1
96,0.0,0.0,0.0,0,1,['death6'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
97,2.1,0.6,2.7,2,9,"['super_life4', 'life10', 'life1', 'super_life5', 'wild', 'life9', 'life5', 'super_life2', 'death4']","{'suits': {1: ['life1'], 2: ['super_life2'], 3: [], 4: ['super_life4', 'death4'], 5: ['super_life5', 'life5', 'wild'], 6: [], 7: [], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 2, 5: 3, 6: 0, 7: 0, 8: 0, 9: 1, 10: 1}",7,1,1,0,3
98,1.2,0.3,1.5,3,9,"['life4', 'life8', 'life9', 'life3', 'super_life3', 'life8', 'life1', 'life6', 'death6']","{'suits': {1: ['life1'], 2: [], 3: ['life3', 'super_life3'], 4: ['life4'], 5: [], 6: ['life6', 'death6'], 7: [], 8: ['life8', 'life8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 2, 4: 1, 5: 0, 6: 2, 7: 0, 8: 2, 9: 1, 10: 0}",8,0,1,0,2
99,0.2,0.1,0.3,1,3,"['life5', 'life7', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['life5'], 6: [], 7: ['life7', 'death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 2, 8: 0, 9: 0, 10: 0}",2,0,1,0,2
100,0.0,0.0,0.0,1,5,"['super_life8', 'super_life1', 'life1', 'life4', 'super_death']","{'suits': {1: ['super_life1', 'life1'], 2: [], 3: [], 4: ['life4'], 5: [], 6: [], 7: [], 8: ['super_life8'], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 2, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",4,0,1,1,2
101,1.7,0.6,2.3,2,8,"['super_wild', 'life7', 'life7', 'life10', 'life2', 'life6', 'wild', 'death8']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: ['life6'], 7: ['life7', 'life7', 'super_wild'], 8: ['death8'], 9: [], 10: ['life10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 1, 7: 3, 8: 1, 9: 0, 10: 2}",5,2,1,0,3
102,1.1,1.0,2.1,2,10,"['life1', 'life9', 'life7', 'life7', 'wild', 'life10', 'life9', 'wild', 'life2', 'death8']","{'suits': {1: ['life1'], 2: ['life2'], 3: [], 4: [], 5: [], 6: [], 7: ['life7', 'life7', 'wild'], 8: ['death8'], 9: ['life9', 'life9', 'wild'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 3, 8: 1, 9: 3, 10: 1}",7,2,1,0,3
103,0.0,0.0,0.0,0,1,['death6'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
104,0.0,0.0,0.0,0,1,['death5'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
105,0.1,0.0,0.1,0,2,"['life10', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",1,0,1,0,1
106,0.2,0.0,0.2,0,3,"['life8', 'life4', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: ['life4'], 5: [], 6: [], 7: [], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",2,0,1,0,1
107,0.0,0.0,0.0,0,6,"['life8', 'life6', 'life5', 'life1', 'super_life9', 'super_death']","{'suits': {1: ['life1'], 2: [], 3: [], 4: [], 5: ['life5'], 6: ['life6'], 7: [], 8: ['life8'], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 1, 6: 1, 7: 0, 8: 1, 9: 1, 10: 0}",5,0,1,1,1
108,2.9,0.8,3.7,4,10,"['super_life10', 'wild', 'wild', 'super_life7', 'super_wild', 'life2', 'life8', 'wild', 'life10', 'death1']","{'suits': {1: ['death1'], 2: ['life2', 'super_wild'], 3: [], 4: [], 5: [], 6: [], 7: ['super_life7', 'wild'], 8: ['life8', 'wild'], 9: [], 10: ['super_life10', 'life10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 2, 3: 0, 4: 0, 5: 0, 6: 0, 7: 2, 8: 2, 9: 0, 10: 3}",5,4,1,0,3
109,2.7,2.0,4.7,2,15,"['life2', 'life5', 'super_life10', 'super_life5', 'life8', 'life6', 'super_life8', 'life8', 'life5', 'wild', 'life1', 'life7', 'life4', 'life3', 'death8']","{'suits': {1: ['life1'], 2: ['life2'], 3: ['life3'], 4: ['life4'], 5: ['life5', 'super_life5', 'life5', 'wild'], 6: ['life6'], 7: ['life7'], 8: ['life8', 'super_life8', 'life8', 'death8'], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 4, 6: 1, 7: 1, 8: 4, 9: 0, 10: 1}",13,1,1,0,4
110,0.0,0.0,0.0,0,1,['death8'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",0,0,1,0,1
111,0.1,0.0,0.1,0,2,"['life7', 'death2']","{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",1,0,1,0,1
112,0.0,0.0,0.0,0,1,['death8'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",0,0,1,0,1
113,0.1,0.0,0.1,0,2,"['life3', 'death4']","{'suits': {1: [], 2: [], 3: ['life3'], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1
114,1.1,0.0,1.1,0,4,"['super_life2', 'super_life9', 'life8', 'death1']","{'suits': {1: ['death1'], 2: ['super_life2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['life8'], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 1, 10: 0}",3,0,1,0,1
115,2.9,1.3,4.2,4,13,"['life5', 'life5', 'life9', 'life4', 'super_life5', 'life2', 'super_life1', 'life3', 'life10', 'life3', 'life1', 'super_wild', 'death10']","{'suits': {1: ['super_life1', 'life1'], 2: ['life2'], 3: ['life3', 'life3'], 4: ['life4'], 5: ['life5', 'life5', 'super_life5', 'super_wild'], 6: [], 7: [], 8: [], 9: ['life9'], 10: ['life10', 'death10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 1, 3: 2, 4: 1, 5: 4, 6: 0, 7: 0, 8: 0, 9: 1, 10: 2}",11,1,1,0,4
116,1.1,0.6,1.7,2,7,"['life1', 'life10', 'life6', 'life1', 'wild', 'super_life7', 'death10']","{'suits': {1: ['life1', 'life1', 'wild'], 2: [], 3: [], 4: [], 5: [], 6: ['life6'], 7: ['super_life7'], 8: [], 9: [], 10: ['life10', 'death10']}, 'wilds': [], 'super_death': []}","{1: 3, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 0, 10: 2}",5,1,1,0,3
117,0.0,0.0,0.0,0,1,['death3'],"{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
118,0.5,0.0,0.5,0,2,"['super_life3', 'death7']","{'suits': {1: [], 2: [], 3: ['super_life3'], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",1,0,1,0,1
119,0.8,0.0,0.8,0,5,"['life7', 'super_life2', 'life5', 'life9', 'death10']","{'suits': {1: [], 2: ['super_life2'], 3: [], 4: [], 5: ['life5'], 6: [], 7: ['life7'], 8: [], 9: ['life9'], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 1}",4,0,1,0,1
120,0.1,0.0,0.1,0,2,"['life4', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1
121,0.6,0.0,0.6,0,3,"['life9', 'super_life2', 'death8']","{'suits': {1: [], 2: ['super_life2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 1, 10: 0}",2,0,1,0,1
122,2.3,0.6,2.9,2,10,"['life8', 'wild', 'life10', 'life1', 'life2', 'super_life5', 'super_wild', 'life6', 'life5', 'death7']","{'suits': {1: ['life1'], 2: ['life2'], 3: [], 4: [], 5: ['super_life5', 'life5', 'wild'], 6: ['life6'], 7: ['death7'], 8: ['life8', 'super_wild'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 0, 5: 3, 6: 1, 7: 1, 8: 2, 9: 0, 10: 1}",7,2,1,0,3
123,0.0,0.0,0.0,0,1,['death1'],"{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
124,0.0,0.0,0.0,0,1,['super_death'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,1,0
125,0.8,0.1,0.9,1,5,"['life1', 'life10', 'life2', 'super_life5', 'death1']","{'suits': {1: ['life1', 'death1'], 2: ['life2'], 3: [], 4: [], 5: ['super_life5'], 6: [], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 1, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",4,0,1,0,2
126,1.9,0.7,2.6,3,10,"['life9', 'life4', 'life3', 'wild', 'life4', 'super_life8', 'life6', 'wild', 'super_life2', 'death6']","{'suits': {1: [], 2: ['super_life2'], 3: ['life3'], 4: ['life4', 'life4', 'wild'], 5: [], 6: ['life6', 'death6'], 7: [], 8: ['super_life8'], 9: ['life9', 'wild'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 3, 5: 0, 6: 2, 7: 0, 8: 1, 9: 2, 10: 0}",7,2,1,0,3
127,0.6,0.0,0.6,0,3,"['super_life8', 'life9', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: ['super_life8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 1, 9: 1, 10: 0}",2,0,1,0,1
128,0.8,0.5,1.3,1,4,"['super_life7', 'life7', 'wild', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: ['super_life7', 'life7', 'wild'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 3, 8: 0, 9: 0, 10: 0}",2,1,1,0,3
129,1.8,0.2,2.0,2,6,"['super_life4', 'life7', 'life1', 'life8', 'super_wild', 'death7']","{'suits': {1: ['life1'], 2: [], 3: [], 4: ['super_life4', 'super_wild'], 5: [], 6: [], 7: ['life7', 'death7'], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 2, 5: 0, 6: 0, 7: 2, 8: 1, 9: 0, 10: 0}",4,1,1,0,2
130,1.1,0.5,1.6,1,7,"['life3', 'life9', 'wild', 'life10', 'super_life5', 'life9', 'death6']","{'suits': {1: [], 2: [], 3: ['life3'], 4: [], 5: ['super_life5'], 6: ['death6'], 7: [], 8: [], 9: ['life9', 'life9', 'wild'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 1, 7: 0, 8: 0, 9: 3, 10: 1}",5,1,1,0,3
