game_number,payout,lifestyle_bonus,total_payout,lifestyle_bonuses,cards_drawn,draw_order,card_stack,suit_counts,life,wild,death,super_death,longest_suit_count
9521,1.8,0.5,2.3,1,7,"['super_life10', 'life4', 'life1', 'life1', 'super_life8', 'super_life6', 'death1']","{'suits': {1: ['life1', 'life1', 'death1'], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['super_life6'], 7: [], 8: ['super_life8'], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 3, 2: 0, 3: 0, 4: 1, 5: 0, 6: 1, 7: 0, 8: 1, 9: 0, 10: 1}",6,0,1,0,3
9522,0.0,0.0,0.0,1,5,"['super_life3', 'life8', 'life1', 'life8', 'super_death']","{'suits': {1: ['life1'], 2: [], 3: ['super_life3'], 4: [], 5: [], 6: [], 7: [], 8: ['life8', 'life8'], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 1, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 2, 9: 0, 10: 0}",4,0,1,1,2
9523,0.0,0.0,0.0,0,1,['death1'],"{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
9524,0.8,0.2,1.0,2,5,"['life9', 'life2', 'life10', 'super_life9', 'death2']","{'suits': {1: [], 2: ['life2', 'death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['life9', 'super_life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 1}",4,0,1,0,2
9525,0.3,0.1,0.4,1,3,"['life4', 'wild', 'death9']","{'suits': {1: [], 2: [], 3: [], 4: ['life4', 'wild'], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 2, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",1,1,1,0,2
9526,1.4,0.2,1.6,2,6,"['life6', 'life5', 'life8', 'life10', 'super_wild', 'death10']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['life5'], 6: ['life6', 'super_wild'], 7: [], 8: ['life8'], 9: [], 10: ['life10', 'death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 2, 7: 0, 8: 1, 9: 0, 10: 2}",4,1,1,0,2
9527,1.1,0.1,1.2,1,4,"['life1', 'super_life7', 'super_life3', 'death1']","{'suits': {1: ['life1', 'death1'], 2: [], 3: ['super_life3'], 4: [], 5: [], 6: [], 7: ['super_life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",3,0,1,0,2
9528,0.2,0.0,0.2,0,3,"['life1', 'life8', 'death4']","{'suits': {1: ['life1'], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",2,0,1,0,1
9529,1.1,0.6,1.7,2,8,"['life3', 'life5', 'life9', 'life10', 'life10', 'super_life3', 'life8', 'death10']","{'suits': {1: [], 2: [], 3: ['life3', 'super_life3'], 4: [], 5: ['life5'], 6: [], 7: [], 8: ['life8'], 9: ['life9'], 10: ['life10', 'life10', 'death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 2, 4: 0, 5: 1, 6: 0, 7: 0, 8: 1, 9: 1, 10: 3}",7,0,1,0,3
9530,0.0,0.0,0.0,1,6,"['life5', 'super_life4', 'super_life9', 'super_life8', 'life8', 'super_death']","{'suits': {1: [], 2: [], 3: [], 4: ['super_life4'], 5: ['life5'], 6: [], 7: [], 8: ['super_life8', 'life8'], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 0, 8: 2, 9: 1, 10: 0}",5,0,1,1,2
9531,0.9,0.0,0.9,0,6,"['life1', 'life10', 'life8', 'life5', 'super_life3', 'death6']","{'suits': {1: ['life1'], 2: [], 3: ['super_life3'], 4: [], 5: ['life5'], 6: ['death6'], 7: [], 8: ['life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 6: 1, 7: 0, 8: 1, 9: 0, 10: 1}",5,0,1,0,1
9532,0.1,0.0,0.1,0,2,"['life9', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",1,0,1,0,1
9533,2.4,0.1,2.5,1,8,"['super_life1', 'super_life3', 'life5', 'super_life8', 'super_life10', 'wild', 'life4', 'death9']","{'suits': {1: ['super_life1', 'wild'], 2: [], 3: ['super_life3'], 4: ['life4'], 5: ['life5'], 6: [], 7: [], 8: ['super_life8'], 9: ['death9'], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 1, 4: 1, 5: 1, 6: 0, 7: 0, 8: 1, 9: 1, 10: 1}",6,1,1,0,2
9534,1.0,0.1,1.1,1,6,"['life2', 'life4', 'super_life10', 'life9', 'wild', 'death5']","{'suits': {1: [], 2: ['life2', 'wild'], 3: [], 4: ['life4'], 5: ['death5'], 6: [], 7: [], 8: [], 9: ['life9'], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 1, 5: 1, 6: 0, 7: 0, 8: 0, 9: 1, 10: 1}",4,1,1,0,2
9535,0.1,0.0,0.1,0,2,"['life10', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 1}",1,0,1,0,1
9536,0.0,0.0,0.0,0,1,['death5'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
9537,1.0,1.0,2.0,1,6,"['life10', 'life7', 'life7', 'super_life7', 'wild', 'death9']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['life7', 'life7', 'super_life7', 'wild'], 8: [], 9: ['death9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 4, 8: 0, 9: 1, 10: 1}",4,1,1,0,4
9538,3.6,1.5,5.1,2,15,"['wild', 'life7', 'life8', 'life2', 'life5', 'super_life9', 'life3', 'life4', 'life3', 'super_life8', 'life6', 'life1', 'super_wild', 'super_life3', 'death10']","{'suits': {1: ['life1'], 2: ['life2'], 3: ['life3', 'life3', 'super_life3', 'wild'], 4: ['life4'], 5: ['life5'], 6: ['life6'], 7: ['life7'], 8: ['life8', 'super_life8', 'super_wild'], 9: ['super_life9'], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 4, 4: 1, 5: 1, 6: 1, 7: 1, 8: 3, 9: 1, 10: 1}",12,2,1,0,4
9539,0.0,0.0,0.0,0,4,"['super_life3', 'super_life7', 'super_life5', 'super_death']","{'suits': {1: [], 2: [], 3: ['super_life3'], 4: [], 5: ['super_life5'], 6: [], 7: ['super_life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",3,0,1,1,1
9540,3.9,2.7,6.6,5,18,"['life6', 'life10', 'super_life1', 'life4', 'life7', 'life1', 'life10', 'super_life9', 'super_life8', 'life8', 'wild', 'life7', 'wild', 'life7', 'super_life10', 'life3', 'super_life4', 'death8']","{'suits': {1: ['super_life1', 'life1'], 2: [], 3: ['life3'], 4: ['life4', 'super_life4'], 5: [], 6: ['life6'], 7: ['life7', 'life7', 'life7', 'wild'], 8: ['super_life8', 'life8', 'death8'], 9: ['super_life9'], 10: ['life10', 'life10', 'super_life10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 1, 4: 2, 5: 0, 6: 1, 7: 4, 8: 3, 9: 1, 10: 4}",15,2,1,0,4
9541,0.6,0.0,0.6,0,3,"['super_life4', 'life9', 'death2']","{'suits': {1: [], 2: ['death2'], 3: [], 4: ['super_life4'], 5: [], 6: [], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",2,0,1,0,1
9542,0.1,0.0,0.1,0,2,"['life9', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",1,0,1,0,1
9543,0.0,0.0,0.0,0,1,['death10'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",0,0,1,0,1
9544,0.5,0.0,0.5,0,2,"['super_life7', 'death9']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['super_life7'], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",1,0,1,0,1
9545,1.9,0.1,2.0,1,8,"['life8', 'life2', 'life5', 'super_life1', 'super_life10', 'super_life3', 'life7', 'death5']","{'suits': {1: ['super_life1'], 2: ['life2'], 3: ['super_life3'], 4: [], 5: ['life5', 'death5'], 6: [], 7: ['life7'], 8: ['life8'], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 1, 4: 0, 5: 2, 6: 0, 7: 1, 8: 1, 9: 0, 10: 1}",7,0,1,0,2
9546,0.0,0.0,0.0,1,5,"['life3', 'super_life6', 'super_life8', 'super_life3', 'super_death']","{'suits': {1: [], 2: [], 3: ['life3', 'super_life3'], 4: [], 5: [], 6: ['super_life6'], 7: [], 8: ['super_life8'], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 2, 4: 0, 5: 0, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",4,0,1,1,2
9547,1.3,0.5,1.8,1,5,"['life9', 'life9', 'life8', 'super_wild', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: ['life8'], 9: ['life9', 'life9', 'super_wild'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 1, 9: 3, 10: 0}",3,1,1,0,3
9548,2.0,0.3,2.3,3,9,"['life5', 'super_life9', 'super_life7', 'life8', 'life2', 'life8', 'super_life2', 'life4', 'death7']","{'suits': {1: [], 2: ['life2', 'super_life2'], 3: [], 4: ['life4'], 5: ['life5'], 6: [], 7: ['super_life7', 'death7'], 8: ['life8', 'life8'], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 1, 5: 1, 6: 0, 7: 2, 8: 2, 9: 1, 10: 0}",8,0,1,0,2
9549,1.9,0.6,2.5,2,11,"['life8', 'life6', 'life9', 'life5', 'life7', 'life7', 'life8', 'super_life4', 'super_life10', 'wild', 'death1']","{'suits': {1: ['death1'], 2: [], 3: [], 4: ['super_life4'], 5: ['life5'], 6: ['life6'], 7: ['life7', 'life7'], 8: ['life8', 'life8', 'wild'], 9: ['life9'], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 1, 5: 1, 6: 1, 7: 2, 8: 3, 9: 1, 10: 1}",9,1,1,0,3
9550,1.1,0.1,1.2,1,4,"['super_life7', 'life2', 'super_life10', 'death7']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: [], 7: ['super_life7', 'death7'], 8: [], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 2, 8: 0, 9: 0, 10: 1}",3,0,1,0,2
9551,1.5,1.1,2.6,2,8,"['life5', 'life5', 'life1', 'super_life5', 'life6', 'life5', 'super_life1', 'death9']","{'suits': {1: ['life1', 'super_life1'], 2: [], 3: [], 4: [], 5: ['life5', 'life5', 'super_life5', 'life5'], 6: ['life6'], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 0, 4: 0, 5: 4, 6: 1, 7: 0, 8: 0, 9: 1, 10: 0}",7,0,1,0,4
9552,0.0,0.0,0.0,0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
9553,1.5,0.7,2.2,3,8,"['super_life3', 'life7', 'life10', 'life3', 'life1', 'super_life7', 'life10', 'death3']","{'suits': {1: ['life1'], 2: [], 3: ['super_life3', 'life3', 'death3'], 4: [], 5: [], 6: [], 7: ['life7', 'super_life7'], 8: [], 9: [], 10: ['life10', 'life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 3, 4: 0, 5: 0, 6: 0, 7: 2, 8: 0, 9: 0, 10: 2}",7,0,1,0,3
9554,2.9,1.6,4.5,3,13,"['life1', 'life3', 'super_life8', 'life4', 'life10', 'life6', 'life8', 'wild', 'super_life3', 'super_life1', 'life3', 'super_life2', 'death8']","{'suits': {1: ['life1', 'super_life1'], 2: ['super_life2'], 3: ['life3', 'super_life3', 'life3', 'wild'], 4: ['life4'], 5: [], 6: ['life6'], 7: [], 8: ['super_life8', 'life8', 'death8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 1, 3: 4, 4: 1, 5: 0, 6: 1, 7: 0, 8: 3, 9: 0, 10: 1}",11,1,1,0,4
9555,0.1,0.0,0.1,0,2,"['life8', 'death2']","{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",1,0,1,0,1
9556,0.1,0.0,0.1,0,2,"['life3', 'death7']","{'suits': {1: [], 2: [], 3: ['life3'], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",1,0,1,0,1
9557,0.9,0.0,0.9,0,6,"['life1', 'life8', 'life5', 'life7', 'super_life6', 'death9']","{'suits': {1: ['life1'], 2: [], 3: [], 4: [], 5: ['life5'], 6: ['super_life6'], 7: ['life7'], 8: ['life8'], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 0}",5,0,1,0,1
9558,0.2,0.0,0.2,0,2,"['wild', 'death1']","{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': ['wild'], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,1,1,0,1
9559,1.4,0.2,1.6,2,7,"['life10', 'life5', 'life1', 'super_life10', 'life6', 'super_life5', 'death3']","{'suits': {1: ['life1'], 2: [], 3: ['death3'], 4: [], 5: ['life5', 'super_life5'], 6: ['life6'], 7: [], 8: [], 9: [], 10: ['life10', 'super_life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 0, 5: 2, 6: 1, 7: 0, 8: 0, 9: 0, 10: 2}",6,0,1,0,2
9560,0.7,0.1,0.8,1,4,"['life9', 'life2', 'super_life9', 'death4']","{'suits': {1: [], 2: ['life2'], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: ['life9', 'super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 0}",3,0,1,0,2
9561,0.1,0.0,0.1,0,2,"['life9', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",1,0,1,0,1
9562,0.8,0.1,0.9,1,5,"['life6', 'life6', 'life8', 'super_life1', 'death5']","{'suits': {1: ['super_life1'], 2: [], 3: [], 4: [], 5: ['death5'], 6: ['life6', 'life6'], 7: [], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 1, 6: 2, 7: 0, 8: 1, 9: 0, 10: 0}",4,0,1,0,2
9563,1.1,0.0,1.1,0,4,"['super_life1', 'super_life9', 'life5', 'death4']","{'suits': {1: ['super_life1'], 2: [], 3: [], 4: ['death4'], 5: ['life5'], 6: [], 7: [], 8: [], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",3,0,1,0,1
9564,0.0,0.0,0.0,0,1,['super_death'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,1,0
9565,0.0,0.0,0.0,0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
9566,1.2,0.1,1.3,1,4,"['life8', 'life7', 'super_wild', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: ['life7'], 8: ['life8', 'super_wild'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 2, 9: 0, 10: 0}",2,1,1,0,2
9567,0.9,0.5,1.4,1,6,"['life9', 'super_life1', 'life2', 'life1', 'life10', 'death1']","{'suits': {1: ['super_life1', 'life1', 'death1'], 2: ['life2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 3, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 1}",5,0,1,0,3
9568,0.0,0.0,0.0,0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
9569,0.0,0.0,0.0,0,1,['death7'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
9570,0.1,0.0,0.1,0,2,"['life7', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['life7'], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 1, 9: 0, 10: 0}",1,0,1,0,1
9571,1.5,0.1,1.6,1,3,"['super_life7', 'super_wild', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['super_life7', 'super_wild'], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 2, 8: 1, 9: 0, 10: 0}",1,1,1,0,2
9572,0.0,0.0,0.0,0,1,['death7'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
9573,2.4,1.6,4.0,3,11,"['life7', 'life6', 'wild', 'wild', 'super_life7', 'super_life6', 'super_life4', 'life10', 'life10', 'life2', 'death6']","{'suits': {1: [], 2: ['life2'], 3: [], 4: ['super_life4'], 5: [], 6: ['life6', 'super_life6', 'death6', 'wild'], 7: ['life7', 'super_life7', 'wild'], 8: [], 9: [], 10: ['life10', 'life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 1, 5: 0, 6: 4, 7: 3, 8: 0, 9: 0, 10: 2}",8,2,1,0,4
9574,0.7,0.0,0.7,0,4,"['life9', 'life3', 'super_life7', 'death4']","{'suits': {1: [], 2: [], 3: ['life3'], 4: ['death4'], 5: [], 6: [], 7: ['super_life7'], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 1, 5: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",3,0,1,0,1
9575,2.8,2.0,4.8,1,8,"['super_life5', 'life4', 'super_life9', 'life3', 'life3', 'super_life3', 'super_wild', 'death3']","{'suits': {1: [], 2: [], 3: ['life3', 'life3', 'super_life3', 'death3', 'super_wild'], 4: ['life4'], 5: ['super_life5'], 6: [], 7: [], 8: [], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 5, 4: 1, 5: 1, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",6,1,1,0,5
9576,0.0,0.0,0.0,2,6,"['life7', 'life1', 'life1', 'life6', 'life7', 'super_death']","{'suits': {1: ['life1', 'life1'], 2: [], 3: [], 4: [], 5: [], 6: ['life6'], 7: ['life7', 'life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 2, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 2, 8: 0, 9: 0, 10: 0}",5,0,1,1,2
9577,2.7,0.7,3.4,3,11,"['super_life5', 'life4', 'life7', 'life7', 'super_wild', 'super_life2', 'life1', 'life2', 'life8', 'life6', 'death4']","{'suits': {1: ['life1'], 2: ['super_life2', 'life2'], 3: [], 4: ['life4', 'death4'], 5: ['super_life5'], 6: ['life6'], 7: ['life7', 'life7', 'super_wild'], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 2, 3: 0, 4: 2, 5: 1, 6: 1, 7: 3, 8: 1, 9: 0, 10: 0}",9,1,1,0,3
9578,0.0,0.0,0.0,0,1,['death3'],"{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
9579,0.0,0.0,0.0,0,1,['super_death'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,1,0
9580,0.3,0.0,0.3,0,4,"['life9', 'life1', 'life5', 'death4']","{'suits': {1: ['life1'], 2: [], 3: [], 4: ['death4'], 5: ['life5'], 6: [], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",3,0,1,0,1
9581,1.1,0.1,1.2,1,8,"['life3', 'life8', 'life1', 'life9', 'super_life9', 'life4', 'life2', 'death7']","{'suits': {1: ['life1'], 2: ['life2'], 3: ['life3'], 4: ['life4'], 5: [], 6: [], 7: ['death7'], 8: ['life8'], 9: ['life9', 'super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 0, 6: 0, 7: 1, 8: 1, 9: 2, 10: 0}",7,0,1,0,2
9582,0.0,0.0,0.0,0,1,['death7'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
9583,3.5,1.6,5.1,7,19,"['super_life1', 'life4', 'super_life8', 'life6', 'life5', 'life1', 'life2', 'life5', 'super_life3', 'life3', 'life3', 'life9', 'life10', 'wild', 'super_life9', 'life7', 'life4', 'life7', 'death6']","{'suits': {1: ['super_life1', 'life1'], 2: ['life2'], 3: ['super_life3', 'life3', 'life3', 'wild'], 4: ['life4', 'life4'], 5: ['life5', 'life5'], 6: ['life6', 'death6'], 7: ['life7', 'life7'], 8: ['super_life8'], 9: ['life9', 'super_life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 1, 3: 4, 4: 2, 5: 2, 6: 2, 7: 2, 8: 1, 9: 2, 10: 1}",17,1,1,0,4
9584,0.0,0.0,0.0,0,1,['death7'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
